match_date,tournament,tournament_level,round,best_of,winner_name,loser_name,winner_hand,loser_hand,winner_rank,loser_rank,w_games_won,l_games_won,w_points_won,l_points_won,w_deuce_games_won,w_deuce_games_played,l_deuce_games_won,l_deuce_games_played,w_first_game_won,winner_won_from_down
2021-07-26,WTT Feeder,FD,R64,5,Saki HKG33,Yuki KOR12,R,R,51,49,3,1,45,31,1,1,0,1,0,1
2021-07-26,WTT Feeder,FD,R32,5,Min CHN56,Lukas USA13,L,R,2,55,3,0,8,33,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R16,5,Mima KOR16,Daniel PRT17,R,R,46,50,3,0,13,33,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,SF,5,Petar ESP24,Mima KOR16,R,R,11,46,3,0,33,22,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,QF,5,Ho-Yan PRT59,Min ROU46,R,R,24,45,3,0,17,33,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R32,5,Wei TPE05,Yuki KOR12,R,R,44,49,4,3,20,33,0,0,0,0,0,1
2021-07-26,WTT Feeder,FD,QF,5,Anna BRA41,Felix FRA39,R,R,32,59,3,0,33,7,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,F,5,Anna BRA41,Yuki KOR12,R,R,32,49,3,0,19,33,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R32,5,Min CHN56,Aarush TPE32,L,L,2,22,3,0,33,14,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,SF,5,Mima IND03,Lukas USA13,L,R,18,55,3,0,33,19,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R32,5,Felix PRT22,Sun USA44,R,R,29,23,3,0,33,18,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R32,5,Ethan HKG37,Min ESP10,L,R,13,58,3,0,18,33,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,QF,5,Min CHN56,Yuki KOR12,L,R,2,49,3,0,33,7,0,0,0,0,1,0
2021-07-26,WTT Feeder,FD,R64,5,Andrei KOR43,Petar ESP24,L,R,41,11,4,3,35,17,0,1,1,1,0,1
2021-07-27,WTT Feeder,FD,R32,5,Min KOR38,Andrei KOR43,R,L,31,41,3,2,58,43,1,1,0,1,1,0
2021-07-27,WTT Feeder,FD,SF,5,Lukas USA13,Aarush TPE32,R,L,55,22,4,3,36,55,0,0,0,0,1,0
2021-07-27,WTT Feeder,FD,F,5,Yuki GER51,Ho-Yan PRT59,R,R,19,24,4,3,20,44,0,0,0,0,0,1
2021-07-27,WTT Feeder,FD,SF,5,Min ROU46,Anna SWE06,R,R,45,36,4,3,23,44,0,0,0,0,0,1
2021-07-27,WTT Feeder,FD,F,5,Lukas ROU52,Aarush PRT28,R,R,27,28,3,2,57,41,0,1,1,1,1,0
2021-07-27,WTT Feeder,FD,R32,5,Chen-Yu FRA47,Yuki ESP58,R,R,30,25,3,0,12,33,0,0,0,0,1,0
2021-07-27,WTT Feeder,FD,SF,5,Anna BRA04,David AUT57,R,R,37,47,3,0,34,18,1,1,0,1,1,0
2021-07-27,WTT Feeder,FD,F,5,Min USA54,Felix FRA39,R,R,60,59,4,3,57,42,1,1,0,1,1,0
2021-07-27,WTT Feeder,FD,R16,5,Ho-Yan PRT59,David AUT57,R,R,24,47,3,0,22,33,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,R32,5,Min KOR38,Yuki GER51,R,R,31,19,4,3,20,33,0,0,0,0,0,1
2021-07-28,WTT Feeder,FD,R16,5,Min ROU46,Felix GER26,R,R,45,52,3,1,33,46,2,2,0,2,1,0
2021-07-28,WTT Feeder,FD,SF,5,Wei TPE05,Yuki ESP58,R,R,44,25,3,2,36,55,0,0,0,0,0,1
2021-07-28,WTT Feeder,FD,QF,5,Ethan AUT48,Sun KOR02,L,R,16,26,4,3,40,58,0,1,1,1,0,1
2021-07-28,WTT Feeder,FD,QF,5,Saki JPN55,Sun KOR02,R,R,10,26,4,3,28,35,0,2,2,2,0,1
2021-07-28,WTT Feeder,FD,R64,5,Yuki GER51,Ji-Hee GER49,R,R,19,57,3,0,12,33,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,SF,5,Ethan AUT48,Felix BRA34,L,R,16,35,3,1,47,35,2,3,1,3,1,0
2021-07-28,WTT Feeder,FD,R64,5,Saki JPN55,Min ESP10,R,R,10,58,3,0,33,6,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,R16,5,Sun KOR02,Daniel PRT17,R,R,26,50,3,0,16,33,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,QF,5,Petar ESP24,Ji-Hee GER49,R,R,11,57,3,0,3,33,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,SF,5,Lukas ROU07,Felix FRA39,L,R,14,59,3,0,9,33,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,QF,5,Ethan AUT48,Andrei JPN19,L,R,16,3,4,3,56,40,1,1,0,1,0,1
2021-07-28,WTT Feeder,FD,QF,5,Wei IND35,Saki PRT14,R,R,15,20,3,0,33,16,0,0,0,0,1,0
2021-07-28,WTT Feeder,FD,SF,5,Wei AUT36,Saki PRT14,R,R,9,20,3,0,33,18,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R64,5,Ji-Hee USA18,Anna BRA04,L,R,43,37,3,0,25,35,1,1,0,1,1,0
2021-07-29,WTT Feeder,FD,R64,5,Ji-Hee GER29,Anders POL53,R,R,4,12,3,0,13,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R16,5,Chen-Yu TPE23,Wei IND35,R,R,8,15,4,3,32,44,0,0,0,0,0,1
2021-07-29,WTT Feeder,FD,R32,5,Ethan HKG37,Maria PRT09,L,L,13,48,3,0,34,13,1,1,0,1,1,0
2021-07-29,WTT Feeder,FD,R32,5,Andrei JPN19,Wei TPE05,R,R,3,44,3,0,11,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R16,5,Pamela KOR25,Anders POL53,L,R,1,12,3,0,10,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R32,5,David AUT57,Min USA54,R,R,47,60,3,1,46,29,1,1,0,1,1,0
2021-07-29,WTT Feeder,FD,QF,5,Sun KOR02,Felix FRA39,R,R,26,59,3,0,4,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R16,5,Ji-Hee GER29,Min ROU46,R,R,4,45,3,0,33,17,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,R64,5,Daniel KOR27,Sun USA44,R,R,53,23,4,3,34,21,0,1,1,1,0,1
2021-07-29,WTT Feeder,FD,QF,5,Ji-Hee GER29,Yuki KOR12,R,R,4,49,3,0,9,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,SF,5,Anna SWE06,Anna BRA04,R,R,36,37,4,3,33,21,0,0,0,0,0,1
2021-07-29,WTT Feeder,FD,R16,5,Min ROU46,Wei GER00,R,L,45,21,4,3,33,14,0,0,0,0,0,1
2021-07-29,WTT Feeder,FD,SF,5,Min CHN56,Anna TPE15,L,R,2,38,3,0,7,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,F,5,Pamela TPE30,Anna BRA41,R,R,33,32,3,0,33,20,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,SF,5,Wei AUT36,Anna TPE15,R,R,9,38,3,0,9,33,0,0,0,0,1,0
2021-07-29,WTT Feeder,FD,F,5,Min USA45,Felix FRA39,R,R,17,59,3,0,10,33,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,R16,5,Anna BRA04,Felix FRA39,R,R,37,59,3,0,33,19,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,F,5,Andrei JPN19,Petar ESP24,R,R,3,11,3,0,14,33,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,R16,5,Ethan AUT48,Aarush PRT28,L,R,16,28,3,0,35,19,1,1,0,1,1,0
2021-07-30,WTT Feeder,FD,QF,5,Ji-Hee GER29,Andrei KOR43,R,L,4,41,3,0,11,33,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,R32,5,Ethan HKG37,Lukas ROU52,L,R,13,27,4,3,37,55,0,0,0,0,0,1
2021-07-30,WTT Feeder,FD,R32,5,Sun KOR02,Joao KOR20,R,R,26,5,3,1,44,29,0,0,0,0,0,1
2021-07-30,WTT Feeder,FD,SF,5,Felix PRT22,Min KOR38,R,R,29,31,3,0,22,33,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,R32,5,Joao KOR20,Min ESP10,R,R,5,58,3,0,33,15,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,R32,5,Saki JPN55,Min KOR38,R,R,10,31,3,0,13,33,0,0,0,0,1,0
2021-07-30,WTT Feeder,FD,F,5,Mima IND03,Wei GER00,L,L,18,21,3,0,19,34,1,1,0,1,1,0
2021-07-30,WTT Feeder,FD,F,5,Diogo SVK42,Min ESP10,R,R,7,58,3,0,16,33,0,0,0,0,1,0
2021-08-03,WTT Grand Smash,GS,R32,7,Felix PRT22,Ji-Hee GER01,R,R,29,39,4,0,15,44,0,0,0,0,1,0
2021-08-03,WTT Grand Smash,GS,SF,7,Yuki ESP58,Felix FRA39,R,R,25,59,4,0,44,19,0,0,0,0,1,0
2021-08-03,WTT Grand Smash,GS,R64,7,Ho-Yan PRT59,Petar GER08,R,R,24,6,5,4,56,39,0,1,1,1,0,1
2021-08-03,WTT Grand Smash,GS,QF,7,Chen-Yu FRA47,Ji-Hee GER01,R,R,30,39,4,0,37,50,2,2,0,2,1,0
2021-08-03,WTT Grand Smash,GS,F,7,Anna TPE15,Andrei KOR43,R,L,38,41,4,3,50,77,0,0,0,0,1,0
2021-08-03,WTT Grand Smash,GS,R32,7,Petar ESP24,Aarush TPE32,R,L,11,22,4,0,46,25,1,1,0,1,1,0
2021-08-03,WTT Grand Smash,GS,QF,7,Ethan HKG37,Min KOR38,L,R,13,31,4,2,36,67,1,1,0,1,1,0
2021-08-03,WTT Grand Smash,GS,F,7,Sun KOR02,Pawel POL50,R,R,26,56,4,0,44,13,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,F,7,Andrei JPN19,Anna BRA41,R,R,3,32,4,0,44,15,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,F,7,Wei IND35,Aarush PRT28,R,R,15,28,4,0,44,15,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,R16,7,Petar ESP24,Felix FRA39,R,R,11,59,4,0,16,44,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,R64,7,Felix GER26,Yuki ESP58,R,R,52,25,5,4,45,32,0,1,1,1,0,1
2021-08-04,WTT Grand Smash,GS,SF,7,Andrei JPN19,Chen-Yu FRA47,R,R,3,30,4,0,20,44,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,F,7,Min USA45,Petar GER08,R,R,17,6,4,0,28,44,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,SF,7,Min KOR38,Anna SWE06,R,R,31,36,4,1,55,33,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,SF,7,Sun KOR02,Aarush TPE32,R,L,26,22,4,0,19,44,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,R64,7,Anna BRA04,Anna TPE15,R,R,37,38,4,3,84,57,2,2,0,2,0,1
2021-08-04,WTT Grand Smash,GS,F,7,Sun USA44,Felix PRT22,R,R,23,29,5,4,47,25,0,1,1,1,0,1
2021-08-04,WTT Grand Smash,GS,QF,7,Diogo SVK42,Chen-Yu TPE23,R,R,7,8,4,3,79,57,2,2,0,2,1,0
2021-08-04,WTT Grand Smash,GS,F,7,Pamela TPE30,Min USA54,R,R,33,60,4,0,44,12,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,R64,7,Ethan HKG37,Felix GER26,L,R,13,52,4,0,14,44,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,R16,7,Ethan AUT48,Min USA45,L,R,16,17,4,1,55,25,0,0,0,0,1,0
2021-08-04,WTT Grand Smash,GS,QF,7,Ethan AUT48,Lukas ROU52,L,R,16,27,4,1,55,37,0,0,0,0,0,1
2021-08-04,WTT Grand Smash,GS,R32,7,Ji-Hee GER29,Ji-Hee USA18,R,L,4,43,4,0,44,15,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,QF,7,Saki PRT14,Wei PRT31,R,R,20,34,4,0,44,18,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R64,7,Joao KOR20,Pawel POL50,R,R,5,56,4,0,20,44,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Anna BRA04,Sun USA44,R,R,37,23,4,1,33,55,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R64,7,Anna TPE15,Min ROU46,R,R,38,45,4,0,45,29,1,1,0,1,1,0
2021-08-05,WTT Grand Smash,GS,F,7,Wei TPE05,David AUT57,R,R,44,47,4,2,66,36,0,0,0,0,0,1
2021-08-05,WTT Grand Smash,GS,QF,7,Sun USA44,Yuki ESP58,R,R,23,25,5,4,36,46,0,1,1,1,0,1
2021-08-05,WTT Grand Smash,GS,R32,7,Wei IND35,Min USA45,R,R,15,17,4,0,44,17,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,SF,7,Ethan HKG37,Lukas ROU52,L,R,13,27,4,1,44,55,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,QF,7,Wei IND35,Sun SVK11,R,L,15,40,4,0,44,16,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R32,7,Daniel PRT17,Felix FRA39,R,R,50,59,4,0,22,44,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Mima KOR16,Min ESP10,R,R,46,58,4,0,21,45,1,1,0,1,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Anna BRA41,Saki BRA21,R,R,32,42,4,1,55,31,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Wei PRT31,Mima IND03,R,L,34,18,5,4,48,38,0,2,2,2,0,1
2021-08-05,WTT Grand Smash,GS,R16,7,Min USA45,Ji-Hee GER49,R,R,17,57,4,0,44,17,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Pamela KOR25,Anders POL53,L,R,1,12,4,0,14,44,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Saki JPN55,Saki HKG33,R,R,10,51,4,0,23,47,1,1,0,1,1,0
2021-08-05,WTT Grand Smash,GS,R16,7,Diogo SVK42,Min ESP10,R,R,7,58,4,0,18,44,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,QF,7,Anders POL53,Felix BRA34,R,R,12,35,4,0,48,31,2,2,0,2,1,0
2021-08-05,WTT Grand Smash,GS,QF,7,Pamela KOR25,Yuki ESP58,L,R,1,25,4,0,14,44,0,0,0,0,1,0
2021-08-05,WTT Grand Smash,GS,F,7,Saki BRA21,Min USA54,R,R,42,60,4,1,55,32,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,QF,7,Diogo SVK42,Anders POL53,R,R,7,12,4,0,21,44,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,F,7,Andrei JPN19,Mima KOR16,R,R,3,46,4,0,44,12,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,R16,7,Yuki KOR12,Pawel POL50,R,R,49,56,4,2,67,45,1,1,0,1,1,0
2021-08-06,WTT Grand Smash,GS,F,7,Felix BRA34,Saki JPN55,R,R,35,10,5,4,66,41,0,0,0,0,0,1
2021-08-06,WTT Grand Smash,GS,R32,7,Anna SWE06,Pawel POL50,R,R,36,56,4,0,44,19,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,QF,7,Mima KOR16,Sun SVK11,R,L,46,40,5,4,28,56,1,1,0,1,0,1
2021-08-06,WTT Grand Smash,GS,F,7,Ho-Yan PRT59,Daniel PRT17,R,R,24,50,4,0,29,45,1,1,0,1,1,0
2021-08-06,WTT Grand Smash,GS,R64,7,Diogo SVK42,Felix PRT22,R,R,7,29,4,0,13,44,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,R64,7,Min USA45,Min ROU46,R,R,17,45,4,0,25,45,1,1,0,1,1,0
2021-08-06,WTT Grand Smash,GS,F,7,Min ESP10,Wen-Lin SWE40,R,R,58,54,5,4,46,30,0,2,2,2,0,1
2021-08-06,WTT Grand Smash,GS,R32,7,Saki JPN55,Ji-Hee GER01,R,R,10,39,4,0,16,44,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,F,7,Pamela KOR25,Wei PRT31,L,R,1,34,4,0,44,15,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,SF,7,Mima IND03,Felix BRA34,L,R,18,35,4,0,44,33,0,0,0,0,1,0
2021-08-06,WTT Grand Smash,GS,R64,7,Ethan HKG37,Yuki KOR12,L,R,13,49,4,0,45,17,1,1,0,1,1,0
2021-08-06,WTT Grand Smash,GS,SF,7,Petar GER08,Petar ESP24,R,R,6,11,4,3,48,77,0,0,0,0,0,1
2021-08-06,WTT Grand Smash,GS,R16,7,Yuki ESP58,Wei TPE05,R,R,25,44,5,4,30,45,0,1,1,1,0,1
2021-08-07,WTT Grand Smash,GS,R64,7,Felix PRT22,Anna BRA04,R,R,29,37,4,3,79,58,0,2,2,2,1,0
2021-08-07,WTT Grand Smash,GS,QF,7,Wei AUT36,Lukas ROU07,R,L,9,14,4,0,44,16,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,F,7,Ji-Hee GER29,Saki HKG33,R,R,4,51,4,0,44,17,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,R16,7,Chen-Yu TPE23,Anna BRA04,R,R,8,37,4,0,22,44,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,SF,7,Wei AUT36,Saki HKG33,R,R,9,51,4,0,44,10,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,F,7,Chen-Yu TPE23,Joao KOR20,R,R,8,5,4,0,45,24,1,1,0,1,1,0
2021-08-07,WTT Grand Smash,GS,F,7,Anna BRA04,Ji-Hee GER49,R,R,37,57,4,0,8,44,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,F,7,Wei GER00,Min ESP10,L,R,21,58,4,0,14,44,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,R32,7,Wen-Lin SWE40,Sun SVK11,R,L,54,40,5,4,44,22,0,0,0,0,0,1
2021-08-07,WTT Grand Smash,GS,R16,7,Saki JPN55,Felix PRT22,R,R,10,29,4,2,38,66,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,SF,7,Daniel KOR27,Saki PRT14,R,R,53,20,5,4,44,14,0,0,0,0,0,1
2021-08-07,WTT Grand Smash,GS,R16,7,Aarush TPE32,Anna BRA04,L,R,22,37,5,4,44,12,0,0,0,0,0,1
2021-08-07,WTT Grand Smash,GS,QF,7,Min CHN56,Saki PRT14,L,R,2,20,4,0,44,9,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,R16,7,Anna BRA41,Ji-Hee GER29,R,R,32,4,5,4,20,44,0,0,0,0,0,1
2021-08-07,WTT Grand Smash,GS,R64,7,Petar GER08,Min CHN56,R,L,6,2,5,4,44,12,0,0,0,0,0,1
2021-08-07,WTT Grand Smash,GS,R16,7,Petar GER08,Felix BRA34,R,R,6,35,5,4,50,67,1,1,0,1,0,1
2021-08-07,WTT Grand Smash,GS,F,7,Lukas ROU07,Maria PRT09,L,L,14,48,4,0,25,44,0,0,0,0,1,0
2021-08-07,WTT Grand Smash,GS,R32,7,Anna SWE06,Lukas USA13,R,R,36,55,4,1,57,42,0,1,1,1,1,0
2021-08-08,WTT Grand Smash,GS,R32,7,Andrei JPN19,Andrei KOR43,R,L,3,41,4,0,13,44,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,R64,7,Wei AUT36,Min USA54,R,R,9,60,4,0,18,44,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,SF,7,Lukas USA13,Chen-Yu FRA47,R,R,55,30,5,4,55,15,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,R16,7,Sun SVK11,Felix BRA34,L,R,40,35,5,4,44,18,0,0,0,0,0,1
2021-08-08,WTT Grand Smash,GS,R16,7,David AUT57,Joao KOR20,R,R,47,5,5,4,57,41,1,2,1,2,0,1
2021-08-08,WTT Grand Smash,GS,QF,7,Saki PRT14,Wei GER00,R,L,20,21,4,3,77,50,0,0,0,0,0,1
2021-08-08,WTT Grand Smash,GS,R64,7,Min ROU46,Mima KOR16,R,R,45,46,5,4,55,36,0,0,0,0,0,1
2021-08-08,WTT Grand Smash,GS,R32,7,Felix FRA39,David AUT57,R,R,59,47,5,4,38,55,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,R64,7,Min USA54,Anna SWE06,R,R,60,36,5,4,24,44,0,0,0,0,0,1
2021-08-08,WTT Grand Smash,GS,R64,7,Ethan AUT48,Sun SVK11,L,L,16,40,4,0,44,7,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,R16,7,Min USA45,Pamela TPE30,R,R,17,33,4,2,43,66,0,0,0,0,0,1
2021-08-08,WTT Grand Smash,GS,F,7,Ethan AUT48,Saki PRT14,L,R,16,20,4,0,20,45,1,1,0,1,1,0
2021-08-08,WTT Grand Smash,GS,QF,7,Lukas ROU07,Wen-Lin SWE40,L,R,14,54,4,0,21,44,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,R32,7,Felix PRT22,Ho-Yan PRT59,R,R,29,24,4,0,46,32,2,2,0,2,1,0
2021-08-08,WTT Grand Smash,GS,R16,7,Ethan HKG37,Petar ESP24,L,R,13,11,4,2,49,67,0,1,1,1,1,0
2021-08-08,WTT Grand Smash,GS,SF,7,Felix PRT22,Yuki KOR12,R,R,29,49,4,0,27,44,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,SF,7,Felix GER26,Min ESP10,R,R,52,58,4,1,57,33,1,1,0,1,0,1
2021-08-08,WTT Grand Smash,GS,R16,7,Ji-Hee GER29,Saki BRA21,R,R,4,42,4,0,11,44,0,0,0,0,1,0
2021-08-08,WTT Grand Smash,GS,SF,7,Yuki ESP58,Ji-Hee GER01,R,R,25,39,4,2,67,47,0,1,1,1,1,0
2021-08-09,WTT Grand Smash,GS,F,7,Ethan HKG37,Petar ESP24,L,R,13,11,4,0,46,36,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,R32,7,Sun KOR02,Wei PRT31,R,R,26,34,4,0,44,17,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Maria PRT09,Chen-Yu FRA47,L,R,48,30,5,4,67,43,1,1,0,1,0,1
2021-08-09,WTT Grand Smash,GS,R32,7,Pamela KOR25,Saki JPN55,L,R,1,10,4,0,22,44,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,R16,7,Sun SVK11,Min USA54,L,R,40,60,4,0,34,47,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,SF,7,Ji-Hee GER29,Wei IND35,R,R,4,15,4,2,67,40,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,SF,7,Min USA45,Mima IND03,R,L,17,18,4,0,31,46,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Aarush TPE32,Felix GER26,L,R,22,52,4,3,82,66,2,4,2,4,1,0
2021-08-09,WTT Grand Smash,GS,SF,7,David AUT57,Felix GER26,R,R,47,52,5,4,45,34,0,1,1,1,0,1
2021-08-09,WTT Grand Smash,GS,R16,7,Andrei KOR43,Anna SWE06,L,R,41,36,5,4,44,35,0,0,0,0,0,1
2021-08-09,WTT Grand Smash,GS,R64,7,Wei IND35,Min ROU46,R,R,15,45,4,0,44,17,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,R32,7,Min CHN56,Ethan HKG37,L,L,2,13,4,0,26,45,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,SF,7,Felix PRT22,Min KOR38,R,R,29,31,5,4,78,51,0,1,1,1,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Min KOR38,Felix GER26,R,R,31,52,4,0,33,45,1,1,0,1,1,0
2021-08-09,WTT Grand Smash,GS,R16,7,Pamela TPE30,Daniel PRT17,R,R,33,50,4,0,22,44,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Daniel PRT17,Pawel POL50,R,R,50,56,4,0,19,44,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Yuki KOR12,Aarush TPE32,R,L,49,22,5,4,36,55,0,0,0,0,1,0
2021-08-09,WTT Grand Smash,GS,F,7,Min KOR38,Yuki KOR12,R,R,31,49,4,1,57,32,0,1,1,1,1,0
2021-08-09,WTT Grand Smash,GS,QF,7,Anna BRA41,Daniel PRT17,R,R,32,50,4,1,39,56,0,1,1,1,1,0
2021-08-10,WTT Grand Smash,GS,R64,7,Ji-Hee GER29,Yuki ESP58,R,R,4,25,4,0,15,44,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,F,7,Ji-Hee USA18,Felix FRA39,L,R,43,59,4,0,44,16,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,F,7,Anders POL53,Anna BRA04,R,R,12,37,4,0,30,44,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,R64,7,Anders POL53,Diogo SVK42,R,R,12,7,5,4,44,25,0,0,0,0,0,1
2021-08-10,WTT Grand Smash,GS,QF,7,Min CHN56,Anna SWE06,L,R,2,36,4,0,12,44,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,QF,7,Ji-Hee USA18,Sun USA44,L,R,43,23,4,1,57,31,0,1,1,1,1,0
2021-08-10,WTT Grand Smash,GS,R16,7,Sun SVK11,Wei TPE05,L,R,40,44,4,0,45,29,1,1,0,1,1,0
2021-08-10,WTT Grand Smash,GS,R16,7,Ji-Hee GER29,Sun SVK11,R,L,4,40,4,0,44,13,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,QF,7,Ji-Hee GER29,Min KOR38,R,R,4,31,4,0,24,44,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,F,7,Petar ESP24,Anna SWE06,R,R,11,36,4,0,30,46,2,2,0,2,1,0
2021-08-10,WTT Grand Smash,GS,R64,7,Joao KOR20,Anna SWE06,R,R,5,36,4,2,69,49,3,3,0,3,1,0
2021-08-10,WTT Grand Smash,GS,R16,7,Mima KOR16,Saki PRT14,R,R,46,20,5,4,44,20,0,0,0,0,0,1
2021-08-10,WTT Grand Smash,GS,R64,7,Daniel KOR27,Min USA54,R,R,53,60,5,4,46,30,0,1,1,1,0,1
2021-08-10,WTT Grand Smash,GS,R16,7,Aarush TPE32,Pawel POL50,L,R,22,56,4,0,47,29,1,1,0,1,1,0
2021-08-10,WTT Grand Smash,GS,QF,7,Diogo SVK42,Ethan AUT48,R,L,7,16,4,3,79,48,1,1,0,1,0,1
2021-08-10,WTT Grand Smash,GS,R32,7,Wei IND35,Lukas ROU07,R,L,15,14,4,1,55,37,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,F,7,Sun SVK11,Yuki KOR12,L,R,40,49,4,0,30,44,0,0,0,0,1,0
2021-08-10,WTT Grand Smash,GS,SF,7,Anna SWE06,Anna TPE15,R,R,36,38,5,4,45,32,0,1,1,1,0,1
2021-08-10,WTT Grand Smash,GS,R16,7,Ji-Hee GER29,Saki HKG33,R,R,4,51,4,0,44,18,0,0,0,0,1,0
2021-08-13,WTT Star Contender,ST,R16,7,Sun USA44,Anna SWE06,R,R,23,36,4,2,66,42,0,0,0,0,1,0
